604,Parente & Brian Snõddy,['Hamletback Goliath'],['Hamletback Goliath']
53,Mark Tedin,"['Guul Draz Specter', 'Zendikar', 'Torment', 'Planar Chaos', 'Dissension', 'Apocalypse', 'Unhinged', 'Judgment', 'Planeshift', 'Eventide', 'Planechase 2012 Edition', 'Magic: The Gathering-Commander', 'Revised Edition', 'Mirrodin', 'Time Spiral', ""Urza's Destiny"", 'Alara Reborn', 'Magic 2011', 'Commander 2016', 'Darksteel', 'Antiquities', 'Commander 2015', 'Commander Anthology', 'Scourge', 'Fifth Edition', 'Magic 2010', 'Planechase', ""Urza's Saga"", 'Legends', 'Commander 2013 Edition', 'Saviors of Kamigawa', 'Morningtide', 'Limited Edition Beta', 'Seventh Edition', 'Limited Edition Alpha', 'Shards of Alara', 'Unlimited Edition', 'Archenemy', 'Ice Age', 'Dominaria', 'Ninth Edition', 'Vanguard', 'Onslaught', 'Scars of Mirrodin', 'Rise of the Eldrazi', 'Prophecy', 'Unglued', 'Commander 2014', 'Champions of Kamigawa', 'Archenemy: Nicol Bolas', 'Ravnica: City of Guilds', 'Fourth Edition', 'Magic: The Gathering—Conspiracy', 'Planechase Anthology', 'Betrayers of Kamigawa', 'Conflux', 'Arabian Nights', 'Tenth Edition', 'Invasion', 'Homelands', 'Classic Sixth Edition', 'Odyssey', 'Fallen Empires', 'The Dark', 'Lorwyn', 'Conspiracy: Take the Crown', 'Time Spiral ""Timeshifted""', 'Eighth Edition', 'Nemesis', ""Urza's Legacy"", 'New Phyrexia', 'Mirrodin Besieged', 'Shadowmoor', 'Legions', 'Fifth Dawn', 'Alliances', 'Magic 2012', 'Weatherlight', 'Mercadian Masques']","['Guul Draz Specter', 'Goblin Bushwhacker', 'Eldrazi Monument', 'Vengeful Dreams', 'Barbarian Outcast', 'Fungal Behemoth', 'Celestial Ancient', 'Psychic Possession', 'Elemental Resonance', 'Experiment Kraj', 'Living Airship', 'Phyrexian Rager', 'Fervent Charge', 'Necro-Impotence', 'Scalpelexis', 'Guiltfeeder', 'Treacherous Werewolf', 'Browbeat', 'Phyrexian Bloodstock', 'Ertai, the Corrupted', 'Skyship Weatherlight', 'Wistful Selkie', 'Cage of Hands', 'Celestial Ancient', 'Slipstream Eel', 'Oni of Wild Places', ""Aladdin's Lamp"", 'Flying Carpet', 'Helm of Chatzuk', 'Jayemdae Tome', 'Mana Vault', ""Nevinyrral's Disk"", 'Sol Ring', 'Winter Orb', 'Wooden Sphere', 'Lord of the Pit', 'Braingeyser', 'Wall of Wood', 'Fireball', 'Circle of Protection: Red', 'Wall of Swords', 'Plains', 'Island', 'Swamp', 'Mountain', 'Forest', 'Draining Whelk', 'Cyclopean Giant', 'Endrek Sahr, Master Breeder', 'Mindstab', 'Tectonic Fiend', ""Urza's Factory"", 'Keldon Champion', 'Extruder', 'Nemesis of Reason', 'Elite Vanguard', 'Temple Bell', 'Guiltfeeder', 'Forgotten Ancient', 'Temple Bell', 'Eater of Days', 'Genesis Chamber', 'Myr Matrix', ""Ashnod's Transmogrant"", ""Feldon's Cane"", 'Tetravus', 'Priest of Yawgmoth', ""Urza's Power Plant"", ""Urza's Power Plant"", ""Urza's Power Plant"", ""Urza's Power Plant"", 'Cage of Hands', 'Celestial Ancient', 'Forgotten Ancient', 'Wistful Selkie', 'Eldrazi Monument', 'Smoldering Crater', 'Oni of Wild Places', 'Elvish Skysweeper', 'Eldrazi Monument', 'Predator, Flagship', 'Grip of Chaos', 'Forgotten Ancient', 'Wirewood Guardian', ""Ashnod's Transmogrant"", ""Feldon's Cane"", 'Flying Carpet', 'Helm of Chatzuk', 'Jayemdae Tome', 'Mana Vault', ""Nevinyrral's Disk"", 'Serpent Generator', 'Winter Orb', 'Lord of the Pit', 'Mind Ravel', 'Mindstab Thrull', 'Necropotence', 'Torture', 'Aether Storm', 'Leviathan', 'Memory Lapse', 'Mind Bomb', 'Brothers of Fire', 'Fireball', 'Mana Clash', 'Heal', ""Urza's Power Plant"", 'Elite Vanguard', 'Mind Control', 'Enormous Baloth', 'Corpse Harvester', 'Browbeat', 'Keldon Champion', 'Fertile Ground', 'Forgotten Ancient', 'Island', 'Swamp', 'Swamp', 'Mountain', 'Forest', 'Reprocess', 'Endoskeleton', 'Mobile Fort', 'Phyrexian Colossus', 'Smoldering Crater', 'Mana Matrix', 'Red Mana Battery', 'Serpent Generator', 'Abomination', 'Horror of Horrors', 'Mana Drain', 'Cocoon', 'Rebirth', 'Lifeblood', 'Johan', 'Lord Magnus', 'Endrek Sahr, Master Breeder', 'Elvish Skysweeper', 'Plague Boiler', 'Temple Bell', 'Smoldering Crater', ""Urza's Factory"", 'Dreamcatcher', 'Ideas Unbound', 'Oni of Wild Places', 'Supreme Exemplar', 'Primal Beyond', 'Chaos Orb', 'Helm of Chatzuk', 'Jayemdae Tome', 'Mana Vault', ""Nevinyrral's Disk"", 'Sol Ring', 'Time Vault', 'Winter Orb', 'Wooden Sphere', 'Lord of the Pit', 'Braingeyser', 'Timetwister', 'Wall of Wood', 'Fireball', 'Circle of Protection: Red', 'Wall of Swords', 'Telepathy', 'Phyrexian Colossus', 'Chaos Orb', 'Helm of Chatzuk', 'Jayemdae Tome', 'Mana Vault', ""Nevinyrral's Disk"", 'Sol Ring', 'Time Vault', 'Winter Orb', 'Wooden Sphere', 'Lord of the Pit', 'Braingeyser', 'Timetwister', 'Wall of Wood', 'Fireball', 'Circle of Protection: Red', 'Wall of Swords', 'Minion Reflector', 'Island', 'Swamp', 'Swamp', 'Mountain', 'Chaos Orb', 'Helm of Chatzuk', 'Jayemdae Tome', 'Mana Vault', ""Nevinyrral's Disk"", 'Sol Ring', 'Time Vault', 'Winter Orb', 'Wooden Sphere', 'Lord of the Pit', 'Braingeyser', 'Timetwister', 'Wall of Wood', 'Fireball', 'Circle of Protection: Red', 'Wall of Swords', 'Forgotten Ancient', 'Nacre Talisman', 'Naked Singularity', 'Mind Ravel', 'Necropotence', 'Stench of Evil', 'Balduvian Conjurer', 'Force Void', 'Polar Kraken', ""Freyalise's Winds"", 'Thoughtleech', 'Heal', 'Glaciers', 'The Antiquities War', 'Temporal Adept', 'Defense Grid', 'Enormous Baloth', 'Greven il-Vec', 'Urza', 'Grassland Crusader', 'Nameless One', 'Slipstream Eel', 'Charging Slateback', 'Forest', 'Forest', 'Forest', 'Forest', 'Emrakul, the Aeons Torn', 'Whipstitched Zombie', 'Chimeric Idol', ""Volrath's Motion Sensor"", 'Chaos Confetti', 'Elvish Skysweeper', 'Predator, Flagship', 'Smoldering Crater', 'Cage of Hands', 'Kami of Ancient Law', 'Kami of Twisted Reflection', 'Deathcurse Ogre', 'Lava Spike', 'Forgotten Ancient', 'Elvish Skysweeper', 'Vinelasher Kudzu', 'Dark Heart of the Wood', 'Plague Boiler', ""Aladdin's Lamp"", 'Flying Carpet', 'Helm of Chatzuk', 'Jayemdae Tome', 'Mana Vault', ""Nevinyrral's Disk"", 'Red Mana Battery', 'Tetravus', 'Winter Orb', 'Wooden Sphere', 'Abomination', 'Lord of the Pit', 'Leviathan', 'Mind Bomb', 'Rebirth', 'Wall of Wood', 'Brothers of Fire', 'Fireball', 'Mana Clash', 'Circle of Protection: Red', 'Wall of Swords', 'Grixis Illusionist', 'Cage of Hands', 'Celestial Ancient', ""Terashi's Grasp"", 'Grixis Illusionist', ""Aladdin's Lamp"", 'Flying Carpet', 'Juzám Djinn', 'Cyclone', 'City of Brass', 'Rootwater Commando', 'Scalpelexis', 'Phyrexian Rager', 'Enormous Baloth', 'Skyshroud Ranger', 'Composite Golem', 'Doubling Cube', 'Angel of Mercy', 'Dismantling Blow', 'Scorching Lava', 'Planar Portal', 'Torture', 'Torture', 'Aether Storm', 'Memory Lapse', 'Memory Lapse', 'Retribution', 'Memory Lapse', 'Flying Carpet', 'Jayemdae Tome', 'Gallantry', 'Wayward Angel', 'Repentant Vampire', 'Ashen Firebeast', 'Limestone Golem', ""Delif's Cone"", ""Delif's Cube"", 'Mindstab Thrull', 'Deep Spawn', 'Homarid', 'Thorn Thallid', 'Orcish Captain', 'Dark Sphere', 'Curse Artifact', 'Leviathan', 'Mind Bomb', 'Psychic Allergy', 'Brothers of Fire', 'Goblin Hero', 'Mana Clash', 'Ponder', 'Tideshaper Mystic', 'Fertile Ground', 'Shelldock Isle', 'Guul Draz Specter', 'Forgotten Ancient', 'Leviathan', 'Browbeat', ""Feldon's Cane"", 'Defense Grid', 'Phyrexian Colossus', 'Planar Portal', 'Enormous Baloth', 'Rootwater Commando', 'Rathi Fiend', ""Belbe's Portal"", 'Predator, Flagship', 'Second Chance', 'No Mercy', 'Phyrexian Debaser', 'Defense Grid', 'Ring of Gix', 'Forest', 'Forest', 'Forest', 'Forest', 'Isleback Spawn', 'Gloomwidow', 'Tyrannize', 'Corpse Harvester', 'Enormous Baloth', 'Beacon of Creation', 'Composite Golem', 'Doubling Cube', 'Phyrexian Devourer', 'Phyrexian Boon', 'Phyrexian Boon', 'Phantasmal Sphere', 'Thought Lash', 'Death Spark', 'Elite Vanguard', 'Abyssal Gatekeeper', 'Wall of Distortion', 'Battle Squadron', 'Cave-In', 'Pangosaur']"
371,Steve White,"['Crash of Rhinos', 'Fifth Edition', ""Urza's Saga"", 'Visions', 'Tenth Edition', 'Classic Sixth Edition', 'Eighth Edition', 'Weatherlight']","['Crash of Rhinos', 'Aurochs', 'Wolverine Pack', 'Reflexes', 'Viashino Runner', 'Gorilla Warrior', 'Python', 'Bull Elephant', 'River Boa', 'Warthog', 'Pygmy Hippo', 'Viashino Runner', 'Python', 'River Boa', 'Warthog', 'Lava Hounds', 'Reflexes', 'Arctic Wolves', 'Rogue Elephant', 'Lava Hounds']"
344,Ted Galaday,"['Fiery Hellhound', 'Magic 2010', 'Magic 2012', 'Magic Origins']","['Fiery Hellhound', 'Fiery Hellhound', 'Fiery Hellhound', 'Fiery Hellhound']"
128,Ralph Horsley,"['Ocular Halo', 'Dissension', 'Theros', 'Eventide', 'Magic: The Gathering-Commander', 'Time Spiral', 'Alara Reborn', 'Commander 2016', 'Unstable', 'Commander 2015', 'Journey into Nyx', 'Commander Anthology', 'Magic 2010', 'Planechase', 'Commander 2013 Edition', 'Morningtide', 'Shards of Alara', 'Archenemy', 'Ninth Edition', 'Dragons of Tarkir', 'Commander 2014', 'Champions of Kamigawa', 'Ravnica: City of Guilds', 'Magic: The Gathering—Conspiracy', 'Conflux', 'Coldsnap', 'Tenth Edition', 'Lorwyn', 'Shadowmoor']","['Ocular Halo', 'Seal of Doom', 'Seal of Fire', 'Stormscale Anarch', 'Anthem of Rakdos', 'Boulderfall', ""Nylea's Presence"", 'Endure', 'Glamerdye', 'Balefire Liege', 'Howling Mine', 'Bewilder', 'Fathom Seer', 'Thick-Skinned Goblin', 'Veinfire Borderpost', 'Arsenal Thresher', 'Thopter Foundry', 'Thopter Foundry', 'Howling Mine', 'Phoebe, Head of S.N.E.A.K.', 'Accessories to Murder', 'Deadly Poison Sampler', 'Dictation Quillograph', 'Dispatch Dispensary', 'Faerie Aerie', 'Hypnotic Swirly Disc', 'Insufferable Syphon', 'Top-Secret Tunnel', 'Twiddlestick Charger', 'Bloodspore Thrinax', 'Seal of Doom', 'Desecration Plague', 'Bloodspore Thrinax', 'Creeperhulk', ""Wolfcaller's Howl"", 'Howling Mine', 'Arsenal Thresher', 'Balefire Liege', 'Terra Ravager', 'Thopter Foundry', 'Ballyrush Banneret', 'Stonybrook Banneret', 'Frogtosser Banneret', 'Brighthearth Banneret', 'Bosk Banneret', 'Viscera Dragger', 'Cruel Ultimatum', 'Ignite the Cloneforge!', 'The Pieces Are Coming Together', 'Fishliver Oil', 'Reminisce', 'Stormcrag Elemental', 'Creeperhulk', ""Wolfcaller's Howl"", 'Fathom Seer', 'Rag Dealer', 'Nine-Ringed Bo', 'Boseiju, Who Shelters All', 'Gate Hound', 'Veteran Armorer', 'Seeds of Strength', 'Twisted Justice', ""Predator's Howl"", 'Controlled Instincts', 'Frozen Solid', 'Krovikan Scoundrel', 'Martyr of Ashes', ""Hurkyl's Recall"", 'Reminisce', 'Howling Mine', 'Hillcomber Giant', 'Shields of Velis Vel', 'Boggart Birth Rite', 'Elvish Branchbender', 'Fistful of Force', 'Strip Bare', 'Furystoke Giant', 'Intimidator Initiate', 'Fire-Lit Thicket']"
613,Henry Van Der Linde,"['Wing Snare', ""Urza's Legacy""]","['Wing Snare', 'Yavimaya Granger', 'Ticking Gnomes', 'Wheel of Torture']"
84,Ben Thompson,"['Plagiarize', 'Torment', 'Apocalypse', 'Unhinged', 'Judgment', 'Planeshift', 'Planechase 2012 Edition', 'Mirrodin', 'Darksteel', 'Scourge', 'Magic 2010', 'Planechase', 'Saviors of Kamigawa', 'Seventh Edition', 'Archenemy', 'Ninth Edition', 'Onslaught', 'Prophecy', 'Commander 2014', 'Champions of Kamigawa', 'Planechase Anthology', 'Betrayers of Kamigawa', 'Tenth Edition', 'Invasion', 'Odyssey', 'Lorwyn', 'Conspiracy: Take the Crown', 'Time Spiral ""Timeshifted""', 'Eighth Edition', 'Guildpact', 'Nemesis', 'Legions', 'Fifth Dawn', 'Mercadian Masques', 'Magic 2015 Core Set']","['Plagiarize', ""Chainer's Edict"", 'Dega Sanctuary', ""Captain's Maneuver"", 'Llanowar Dead', 'Touch and Go', 'Defy Gravity', 'Flash of Insight', 'Lost in Thought', 'Swelter', 'Pollen Remedy', 'Noxious Vapors', 'Slay', 'Farsight Mask', 'March of the Machines', 'Thirst for Knowledge', 'Bottle Gnomes', 'Farsight Mask', 'Mindstorm Crown', 'Myr Adapter', 'Chromescale Drake', 'Surestrike Trident', 'Long-Term Plans', 'Parallel Thoughts', 'Edgewalker', 'Razorfoot Griffin', 'Thirst for Knowledge', ""Captain's Maneuver"", 'Assault', 'Battery', 'Akuta, Born of Ash', 'Kashi-Tribe Elite', 'Goblin Digging Team', 'Orcish Oriflamme', 'Volcanic Hammer', 'March of the Machines', 'Wax', 'Wane', 'Master Decoy', 'Slay', 'Flowstone Crusher', 'Volcanic Hammer', 'Bottle Gnomes', 'Infest', ""Patriarch's Bidding"", 'Starlit Sanctum', 'Samite Sanctuary', ""Latulla's Orders"", 'Bottle Gnomes', 'Masako the Humorless', 'Silent-Chant Zubera', 'Hankyu', 'Jade Idol', 'Tember City', 'Farsight Mask', 'Patron of the Kitsune', 'Shining Shoal', 'March of the Machines', 'Bottle Gnomes', 'Razorfoot Griffin', 'Overabundance', 'Assault', 'Battery', 'Wax', 'Wane', 'Plains', 'Hallowed Healer', 'Tattoo Ward', 'Cabal Shrine', 'Halberdier', 'Island', 'Mistbind Clique', 'Elvish Eulogist', 'Serum Visions', 'Assault', 'Battery', 'Master Decoy', 'Razorfoot Griffin', 'Slay', 'Volcanic Hammer', ""Sinstriker's Will"", 'Hissing Miasma', 'Flame Rift', 'Flowstone Crusher', 'Daru Mender', 'Whipgrass Entangler', 'Mistform Sliver', 'Blood Celebrant', 'Early Frost', 'Serum Visions', 'Avarice Totem', 'Staff of Domination', 'Hired Giant', 'Stone Rain', 'Dust Bowl', 'Razorfoot Griffin']"
492,Alayna Danner,"['Bloodforged Battle-Axe', 'Commander 2017', 'Rivals of Ixalan', 'Dominaria', 'Hour of Devastation', 'Ixalan']","['Bloodforged Battle-Axe', 'Path of Ancestry', 'Riverwise Augur', 'Bloodtallow Candle', 'Jousting Lance', 'Supreme Will', 'Dragonskull Summit']"
93,Mike Ploog,"['Mortal Combat', 'Torment', 'Judgment', 'Planeshift', 'Seventh Edition', 'Ninth Edition', 'Prophecy', 'Tenth Edition', 'Invasion', 'Odyssey', 'Eighth Edition', 'Nemesis', 'Mercadian Masques']","['Mortal Combat', 'Crackling Club', 'Hell-Bent Raider', 'Test of Endurance', 'Mist of Stagnation', 'Barbarian Bully', 'Honorable Scout', 'Thunderscape Battlemage', 'Intrepid Hero', 'Panic Attack', 'Shield Dancer', 'Panic Attack', 'Thrive', 'Mortal Combat', 'Stun', 'Wallop', 'Dematerialize', 'Acceptable Losses', 'Dwarven Grunt', 'Dwarven Strike Force', 'Panic Attack', 'Rathi Intimidator', 'Flowstone Strike', 'Mogg Toady', 'Flowstone Thopter', 'Statecraft', 'Bog Smugglers', 'Cateran Enforcer', 'Enslaved Horror', 'Snuff Out', 'Blood Oath', 'Lithophage', 'Territorial Dispute']"
485,Darek Zabrocki,"['Galecaster Colossus', 'Oath of the Gatewatch', 'Dominaria', 'Aether Revolt', 'Eldritch Moon', 'Kaladesh', 'Amonkhet', 'Hour of Devastation', 'Shadows over Innistrad']","['Galecaster Colossus', 'Null Caller', 'Feral Abomination', 'Hidden Stockpile', 'Renegade Wheelsmith', 'Implement of Examination', 'Wretched Gryff', 'Cryptbreaker', 'Lawless Broker', 'Make Obsolete', 'Start Your Engines', 'Iron League Steed', 'New Perspectives', 'Shadow of the Grave', 'Doomfall', 'Not Forgotten', 'Markov Dreadknight', 'Twins of Maurer Estate']"
9,Jim Murray,"['Emeria Angel', 'Zendikar', 'Planar Chaos', 'Dissension', 'Magic: The Gathering-Commander', 'Gatecrash', 'Time Spiral', 'Magic 2011', 'Commander 2016', 'Darksteel', 'Commander 2015', 'Magic 2010', 'Commander 2017', 'Commander 2013 Edition', 'Saviors of Kamigawa', 'Morningtide', 'Shards of Alara', 'Archenemy', 'Ninth Edition', 'Future Sight', 'Commander 2014', 'Champions of Kamigawa', 'Ravnica: City of Guilds', 'Magic: The Gathering—Conspiracy', 'Betrayers of Kamigawa', 'Coldsnap', 'Tenth Edition', 'Lorwyn', 'Guildpact', 'Shadowmoor', 'Fifth Dawn', 'Magic 2012', 'Magic Origins']","['Emeria Angel', 'Ondu Cleric', 'Dreamscape Artist', 'Radha, Heir to Keld', 'Wakestone Gargoyle', 'Macabre Waltz', 'Voidslime', 'Magus of the Vineyard', 'Agoraphobia', 'Slate Street Ruffian', 'Celestial Crusader', 'Pentarch Paladin', 'Strangling Soot', 'Trespasser il-Vec', 'Scion of the Ur-Dragon', 'Protean Hydra', 'Reveillark', 'Nim Abomination', 'Auriok Siege Sled', 'Sundering Titan', ""Urza's Rage"", 'Levitation', 'Sphinx Ambassador', 'Protean Hydra', 'Scion of the Ur-Dragon', 'Drumhunter', 'Maga, Traitor to Mortals', 'Reveillark', 'Bramblewood Paragon', 'Wolf-Skull Shaman', 'Ridge Rannet', 'Druid of the Anima', 'Drumhunter', 'Godsire', 'Sundering Titan', 'Sleight of Hand', 'Giant Growth', 'Linessa, Zephyr Mage', 'Bogardan Lancer', 'Magus of the Vineyard', 'Celestial Crusader', 'Kitsune Mystic', 'Autumn-Tail, Kitsune Sage', ""Terashi's Cry"", 'Eerie Procession', 'Teller of Tales', ""Kiku, Night's Flower"", 'Glacial Ray', 'Cerulean Sphinx', 'Induce Paranoia', 'Ursapine', 'Dimir Doppelganger', 'Phytohydra', 'Skyknight Legionnaire', 'Wakestone Gargoyle', 'Dimir Doppelganger', 'Ogre Recluse', 'Kodama of the Center Tree', 'Sunscour', 'Chill to the Bone', 'Angelic Chorus', 'Ambassador Laquatus', ""Gaea's Herald"", 'Razormane Masticore', 'Oaken Brawler', 'Blind-Spot Giant', 'Ceaseless Searblades', 'Vigor', 'Ghostway', 'Wildsize', 'Dune-Brood Nephilim', 'Tibor and Lumia', 'Izzet Guildmage', 'Demigod of Revenge', 'Reaper King', 'Fleshgrafter', 'Bringer of the Green Dawn', 'Razormane Masticore', 'Solarion', 'Thermal Navigator', 'Levitation', 'Macabre Waltz']"
362,Martin McKenna,"['Sewer Rats', 'Mirage']","['Sewer Rats', 'Sea Scryer', 'Armorer Guildmage', 'Teremko Griffin', 'Sawback Manticore']"
391,Yefim Kligerman,"['Mardu Warshrieker', 'Journey into Nyx', 'Oath of the Gatewatch', 'Fate Reforged']","['Mardu Warshrieker', 'Aegis of the Gods', 'Harness by Force', 'Call the Gatewatch', 'Marang River Prowler', 'Bloodfire Enforcers']"
160,Alan “Don't Feel Like You Have to Pick Me” Pollack,['Framed!'],['Framed!']
287,Charles Gillespie,"['Living Death', 'Mirage', 'Tempest', 'Fifth Edition', 'Classic Sixth Edition', 'Weatherlight']","['Living Death', 'Ether Well', 'Power Sink', 'Regeneration', ""Builder's Bane"", 'Disenchant', 'Divine Retribution', 'Thumbscrews', 'Living Death', 'Rain of Tears', 'Spike Drone', 'Unstable Mutation', 'Ambush Party', 'Hill Giant', 'Orcish Captain', 'Raise Dead', 'Kithkin Armor']"
398,Jason Kang,"['Deepglow Skate', 'Oath of the Gatewatch', 'Dominaria', 'Aether Revolt', 'Eldritch Moon', 'Kaladesh', 'Conspiracy: Take the Crown', 'Amonkhet', 'Hour of Devastation', 'Shadows over Innistrad']","['Deepglow Skate', 'Cinder Hellion', 'Loam Larva', 'Saddleback Lagac', 'Cold-Water Snapper', 'Implement of Ferocity', 'Drownyard Behemoth', 'Hightide Hermit', 'Sinuous Vermin', 'Zenith Seeker', 'Colossapede', 'Open Fire', 'Ghoulsteed', 'Uncaged Fury', 'Kessig Dire Swine', 'The Gitrog Monster']"
345,jD,"['Reverberate', 'Magic 2011', 'Magic 2013', 'Scars of Mirrodin', 'Magic 2012']","['Reverberate', 'Jinxed Idol', 'Reverberate', 'Shatter', 'Bellowing Tanglewurm', 'Wing Puncture', 'Kuldotha Forgemaster', 'Reverberate']"
72,Jerry Tiritilli,"['Strength of Isolation', 'Torment', 'Apocalypse', 'Judgment', 'Planeshift', 'Magic: The Gathering-Commander', 'Fifth Edition', ""Urza's Saga"", 'Commander 2017', 'Visions', 'Seventh Edition', 'Onslaught', 'Commander 2014', 'Invasion', 'Classic Sixth Edition', 'Odyssey', 'Eighth Edition', 'Mercadian Masques']","['Strength of Isolation', 'Cephalid Snitch', 'Diversionary Tactics', 'Ice Cave', 'Morality Shift', 'Shifting Sky', 'Skyshroud Blessing', ""Treva's Ruins"", 'Goblin Cadets', 'Drain Power', 'Flight', 'Ironroot Treefolk', 'Lingering Mirage', 'Bravado', 'Goblin Cadets', 'Goblin Lackey', 'Sneak Attack', 'Elfhame Palace', 'Dream Tides', 'Elkin Lair', 'Goblin Gardener', 'Llanowar Elves', 'Jalum Tome', 'Information Dealer', 'Rummaging Wizard', 'Accursed Centaur', 'Words of Waste', 'Risky Move', 'Wirewood Elf', 'Jalum Tome', 'Capashen Unicorn', 'Elfhame Palace', 'Salt Marsh', 'Flight', 'Nefarious Lich', 'Screams of the Damned', 'Skyshooter', 'Patchwork Gnomes', 'Swamp', 'Forest', 'Shifting Sky', 'Salt Marsh', 'Rishadan Port']"
277,Zoltan Boros,"['Krond the Dawn-Clad', 'Gatecrash', ""Dragon's Maze"", 'Dark Ascension', 'Khans of Tarkir', 'Commander 2016', 'Unstable', 'Commander 2015', 'Magic 2013', 'Journey into Nyx', 'Commander Anthology', 'Commander 2017', 'Commander 2013 Edition', 'Magic 2014 Core Set', 'Oath of the Gatewatch', 'Fate Reforged', 'Rivals of Ixalan', 'Avacyn Restored', 'Dominaria', 'Explorers of Ixalan', 'Dragons of Tarkir', 'Return to Ravnica', 'Commander 2014', 'Magic: The Gathering—Conspiracy', 'Planechase Anthology', 'Eldritch Moon', 'Kaladesh', 'Conspiracy: Take the Crown', 'Amonkhet', 'Hour of Devastation', 'Ixalan', 'Shadows over Innistrad', 'Magic Origins', 'Magic 2015 Core Set']","['Krond the Dawn-Clad', 'Hold the Gates', 'Smite', 'Grisly Spectacle', 'Massive Raid', 'Towering Thunderfist', 'Ooze Flux', 'Boros Charm', 'Dimir Charm', 'Gruul Charm', 'Orzhov Charm', 'Simic Charm', 'Boros Battleshaper', 'Council of the Absolute', 'Deadbridge Chant', 'Scab-Clan Giant', 'Ready', 'Willing', 'Gravepurge', 'Wolfbitten Captive', 'Krallenhorde Killer', 'War Behemoth', 'Barrage of Boulders', 'Hordeling Outburst', 'Shatter', 'Ankle Shanker', 'Ankle Shanker', 'Boros Charm', 'Decimate', 'Rakdos Charm', 'Very Cryptic Command (b)', 'Very Cryptic Command (c)', 'Very Cryptic Command (d)', 'Very Cryptic Command (e)', 'Very Cryptic Command (f)', 'Spike, Tournament Grinder', 'Just Desserts', 'Kindslaver', 'Stamp of Approval', 'Golgari Charm', 'Archaeomancer', 'Smelt', 'Mwonvuli Beast Tracker', 'Akroan Mastiff', 'Sylvan Offering', 'Wave of Vitriol', 'Golgari Charm', 'Selesnya Charm', 'Stalking Leonin', 'Archaeomancer', 'Rakdos Charm', ""Illusionist's Gambit"", 'Boros Charm', 'Selesnya Charm', 'Archaeomancer', 'Smelt', 'Netcaster Spider', 'Mardu Scout', 'Dire Fleet Daredevil', 'Frilled Deathspitter', 'Sun-Collared Raptor', ""Predator's Gambit"", 'Burn at the Stake', 'Borderland Ranger', 'Timberland Guide', 'Demonic Vigor', 'Firesong and Sunspeaker', 'Borderland Ranger', ""Great Teacher's Decree"", 'Sibsig Icebreakers', ""Berserkers' Onslaught"", 'Roast', 'Azorius Charm', 'Golgari Charm', 'Izzet Charm', 'Rakdos Charm', 'Selesnya Charm', 'Sylvan Offering', 'Wave of Vitriol', 'Unquestioned Authority', 'Decimate', 'Krond the Dawn-Clad', 'Deranged Whelp', 'Appetite for the Unnatural', 'Longtusk Cub', 'Goblin Racketeer', 'Raise the Alarm', 'Devoted Crop-Mate', 'Sixth Sense', 'Cunning Survivor', ""Navigator's Ruin"", 'Desperate Castaways', 'Fire Shrine Keeper', 'Nearheath Chaplain', 'Tenacity', 'Byway Courier', 'Equestrian Skill', 'Anchor to the Aether', 'Infectious Bloodlust', 'Rhox Maulers', 'Raise the Alarm', 'Seraph of the Masses', 'Statute of Denial']"
578,Glenn Fabry,"['Tattered Drake', 'Ravnica: City of Guilds', 'Guildpact']","['Tattered Drake', 'Goblin Spelunkers', 'Indentured Oaf', 'Viashino Slasher', 'Centaur Safeguard', 'Nullstone Gargoyle', 'Restless Bones', 'Wild Cantor']"
246,Aaron Boyd,"['Kavu Recluse', 'Magic: The Gathering-Commander', 'Seventh Edition', 'Prophecy', 'Invasion', 'Conspiracy: Take the Crown']","['Kavu Recluse', 'Repulse', 'Cloudchaser Eagle', 'Stormwatch Eagle', 'Repulse', 'Scarred Puma', 'Repulse']"
495,Anthony Waters,"['Life Chisel', 'Legends', 'Ice Age', 'Fallen Empires', 'Alliances']","['Life Chisel', 'White Mana Battery', 'Dream Coat', 'Walking Wall', 'Gorilla Pack', 'Pale Bears', 'Kjeldoran Guard', 'Diabolic Vision', 'Elemental Augury', 'Soul Exchange', ""Farrel's Mantle"", 'Gorilla Shaman', 'Gorilla Shaman', 'Primitive Justice']"
